Index_initial	Name_initial	Name_trimmed	Note	seq_counts	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	taxid_matched	species_taxid_matched	file_name	merge_index	id	bofTemplateType	species_experiment	designation in screen_x	version_1_rxn_count	version_1_met_count	version_1_gen_count	version_1_gap_count	version_1_growth_rate	draft_rxn_count	draft_met_count	draft_gen_count	species	full_name	lineage_species	genus	family	order	class	phylum	assembly	agora	sort	nid	nearest_kegg_org	ref_Index_initial	designation in screen_y	GMM	BHI++	WCA	mGAM	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16	taxon_id	gram_stain	comments	gram_stain==bofTemplateType
ref_21.0					GCF_000156375.1	PRJNA224116	SAMN00008819	ABXU00000000.1	na	411464	901	Desulfovibrio piger ATCC 29098	strain=ATCC 29098		latest	Scaffold	Major	Full	10/30/08	ASM15637v1	Washington University Genome Sequencing Center	GCA_000156375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/375/GCF_000156375.1_ASM15637v1		assembly from type material			addition_Desulfovibrio_piger_ATCC_29098			GramNegative		D. piger	1286.0	1548.0	834.0	0.0	0.0	737.0	989.0	648.0	D. piger	Desulfovibrio piger (S1) DSM 749	D. piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	GCA_000156375.1_ASM15637v1	Desulfovibrio_piger_ATCC_29098.xml	80.0	NT5035		ref_21.0	D. piger	0	0.289 (0.114)	0.251 (0.126)	0.161 (0.097)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	411464	GramNegative	Desulfovibrio piger ATCC 29098.This strain is being sequenced for comparative genome analysis.	False
ref_22.0					GCF_014262945.1	PRJNA224116	SAMN14575425		na	199310	562	Escherichia coli CFT073	strain=CFT073		latest	Complete Genome	Major	Full	8/21/20	ASM1426294v1	Genentech	GCA_014262945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/262/945/GCF_014262945.1_ASM1426294v1					addition_Escherichia_coli_CFT073			GramNegative		E. coli CFT073	2430.0	2486.0	2057.0	26.0	0.3700400228504655	1905.0	1882.0	1886.0	E. coli CFT073	Escherichia coli CFT073 ATCC 700928	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000007445.1_ASM744v1		81.0	NT12192	ecc	ref_22.0	E. coli CFT073	0.994 (0.492)	1.04 (0.5)	1.065 (0.497)	0.831 (0.451)	0.134 (0.013)	0.47 (0.105)	0.343 (0.06)	0.237 (0.075)	0.783 (0.074)	0.308 (0.074)	0.45 (0.105)	0.141 (0.016)	0.465 (0.159)	0.406 (0.04)	0.324 (0.037)	0.247 (0.039)	0.104 (0.059)	0.0	0.0	199310	GramNegative	Escherichia coli strain CFT073. This strain (CFT073\; O6:K2:H1) is uropathogenic E. coli (UPEC) one of the most common causes of non-hospital-acquired urinary tract infections. There are numerous important differences between EHEC and UPEC, namely the loss of specific virulence factors such as the type III secretion system and plasmid- and phage-associated PAIs. UPEC has gained fimbrial operons, including genes for production of Pap pili, as well as other virulence factors that allow it to colonize the urinary tract.	False
ref_23.0					GCF_000026545.1	PRJNA224116	SAMEA1705959		na	574521	562	Escherichia coli O127:H6 str. E2348/69	strain=E2348/69		latest	Complete Genome	Major	Full	11/26/08	ASM2654v1	Sanger Institute	GCA_000026545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/545/GCF_000026545.1_ASM2654v1					addition_Escherichia_coli_O127:H6_str._E2348_69			GramNegative		E. coli E2348/69	2421.0	2503.0	1992.0	29.0	0.368025911281379	1893.0	1898.0	1815.0	E. coli E2348/69	Escherichia coli E2348/69	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000026545.1_ASM2654v1		82.0	NT12195	ecg	ref_23.0	E. coli E2348/69	0.456 (0.064)	0.757 (0.3)	0.914 (0.39)	0.518 (0.248)	0.17 (NA)	0.414 (0.117)	0.584 (0.045)	0.494 (0.038)	0.718 (0.049)	0.52 (0.033)	0.541 (0.056)	0.114 (0.003)	0.527 (0.024)	0.554 (0.005)	0.323 (0.018)	0.182 (0.057)	0	0.0	0.0	574521	GramNegative	Escherichia coli O127:H6 E2348/69. Enteropathogenic Escherichia coli (EPEC) is an important cause of fatal infant diarrhea. EPEC induces diarrhea by attaching and effacing to host cells in the small intestine, inducing cytoskeletal rearrangements that result in pedastel formation, and then by introducing toxins into the host cell. Important virulence functions such as the type III secretion system are encoded by the locus of enterocyte effacement. Escherichia coli 0127:H6 E2348/69 is an enteropathogenic E. coli strain to be used for comparative studies with related Escherichia and Shigella species. 	False
ref_24.0					GCF_000026305.1	PRJNA224116	SAMEA3138232		na	585397	562	Escherichia coli ED1a	strain=ED1a		latest	Chromosome	Major	Full	12/18/08	ASM2630v1	Genoscope	GCA_000026305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/305/GCF_000026305.1_ASM2630v1					addition_Escherichia_coli_ED1a			GramNegative		E. coli ED1a	2407.0	2438.0	2013.0	27.0	0.3700400228504639	1881.0	1832.0	1845.0	E. coli ED1a	Escherichia coli ED1a	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000026305.1_ASM2630v1		83.0	NT5078	ecq	ref_24.0	E. coli ED1a	0.797 (0.28)	1.025 (0.464)	1.008 (0.491)	0.749 (0.39)	0.192 (0.111)	0.507 (0.106)	0.738 (0.074)	0.636 (0.115)	0.843 (0.012)	0.66 (0.067)	0.768 (0.24)	0.117 (0.009)	0.806 (0.075)	0.747 (0.059)	0.452 (0.008)	0.431 (0.21)	0.111 (0.071)	0.0	0.0	585397	GramNegative	Escherichia coli ED1a. Escherichia coli ED1a is an avirulent serogroup O81 strain and will be used for comparative analysis.	False
ref_25.0					GCF_000210475.1	PRJNA224116	SAMEA2272237		na	316401	562	Escherichia coli ETEC H10407	strain=ETEC H10407		latest	Complete Genome	Major	Full	10/21/10	ASM21047v1	Wellcome Trust Sanger Institute	GCA_000210475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/475/GCF_000210475.1_ASM21047v1					addition_Escherichia_coli_ETEC_H10407			GramNegative		E. coli H10407	2469.0	2531.0	2021.0	24.0	0.3680304622248525	1946.0	1927.0	1850.0	E. coli H10407	Escherichia coli H10407 ATCC 35401	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000210475.1_ASM21047v1		84.0	NT12194	elh	ref_25.0	E. coli H10407	0.396 (0.038)	0.752 (0.42)	0.918 (0.456)	0.53 (0.236)	0.172 (0.05)	0.425 (0.068)	0.566 (0.008)	0.532 (0.061)	0.738 (0.064)	0.572 (0.055)	0.55 (0.038)	0.139 (0.003)	0.642 (0.154)	0.588 (0.037)	0.295 (0.034)	0.231 (0.079)	0	0.0	0.0	316401	GramNegative	Escherichia coli ETEC H10407. This strain will be used for comparative genome analysis.	False
ref_26.0					GCF_000264175.1	PRJNA224116	SAMN02428954	AJWU00000000.1	na	752789	562	Escherichia coli HM605	strain=HM605		latest	Contig	Major	Full	5/23/12	ASM26417v1	Cornell University	GCA_000264175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/175/GCF_000264175.1_ASM26417v1					addition_Escherichia_coli_HM605			GramPositive		E. coli HM605	2440.0	2517.0	2044.0	14.0	0.3977218840477022	1925.0	1923.0	1888.0	E. coli HM605	Escherichia coli HM605	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000264175.1_ASM26417v1		85.0	NT12193		ref_26.0	E. coli HM605	0.94 (0.475)	1.047 (0.484)	1.076 (0.464)	0.847 (0.513)	0.231 (NA)	0.477 (0.091)	0.603 (0.067)	0.562 (0.058)	0.829 (0.027)	0.548 (0.095)	0.57 (0.112)	0.179 (0.033)	0.698 (0.066)	0.642 (0.061)	0.414 (0.057)	0.372 (0.145)	0.128 (0.066)	0.0	0.0	752789		-	False
ref_27.0					GCF_000026265.1	PRJNA224116	SAMEA3138230		na	585034	562	Escherichia coli IAI1	strain=IAI1		latest	Complete Genome	Major	Full	12/18/08	ASM2626v1	Genoscope	GCA_000026265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/265/GCF_000026265.1_ASM2626v1					addition_Escherichia_coli_IAI1			GramPositive		E. coli IAI1	2457.0	2529.0	2011.0	12.0	0.39772525020398364	1945.0	1935.0	1856.0	E. coli IAI1	Escherichia coli IAI1	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000026265.1_ASM2626v1		86.0	NT5077	ecr	ref_27.0	E. coli IAI1	1.064 (0.502)	1.004 (0.425)	1.095 (0.495)	0.816 (0.448)	0.165 (0.037)	0.516 (0.114)	0.642 (0.09)	0.563 (0.093)	0.902 (0.027)	0.612 (0.142)	0.599 (0.136)	0.128 (0.011)	0.768 (0.077)	0.636 (0.061)	0.363 (0.052)	0.425 (0.181)	0.171 (0.131)	0.0	0.0	585034	GramNegative	Escherichia coli IAI1. Escherichia coli IAI1 is a serogroup O8 strain and will be used for comparative analysis.	False
ref_28.0					GCF_000013265.1	PRJNA224116	SAMN00000110		na	364106	562	Escherichia coli UTI89	strain=UTI89		latest	Complete Genome	Major	Full	4/5/06	ASM1326v1	Washington University (WashU)	GCA_000013265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/265/GCF_000013265.1_ASM1326v1					addition_Escherichia_coli_UTI89			GramPositive		E. coli UTI89	2427.0	2491.0	2039.0	13.0	2.4926802962409425	1914.0	1894.0	1884.0	E. coli UTI89	Escherichia coli UTI89	E. coli	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000013265.1_ASM1326v1	Escherichia_coli_UTI89_UPEC.xml	87.0	NT12097	eci	ref_28.0	E. coli UTI89	0.688 (0.335)	0.806 (0.425)	0.841 (0.487)	0.574 (0.404)	0.19 (0.053)	0.545 (0.208)	0.613 (0.125)	0.66 (0.059)	0.845 (0.058)	0.622 (0.105)	0.588 (0.081)	0.202 (0.039)	0.654 (0.091)	0.674 (0.082)	0.379 (0.106)	0.341 (0.064)	0	0.0	0.0	364106	GramNegative	Escherichia coli strain UTI89. This strain (UTI89) is a uropathogenic strain isolated from a woman with uncomplicated cystitis (bladder inflammation) that has been demonstrated to cause cystitis in a murine urinary tract infection model.  The genome of UTI89 showed 4 pathogenicity islands. A plasmid was found that was similar to the F plasmid but which also contained virulence genes. Comparison of a set of orthologs from this organism with other E. coli strains showed positive selection on some genes, including those for iron acquisition. Comparison with additional sequences (found in Accession Numbers DQ389000:DQ389068 and DQ440980:DQ441250) of a subset of genes from a number of isolates from patients with UTI infections and isolates from healthy individuals showed positive selection of fepE and amiA genes and some weakly positive selection for ompC.	False
ref_37.0					GCF_000006865.1	PRJNA224116	SAMN02603339		na	272623	1358	Lactococcus lactis subsp. lactis Il1403	strain=IL1403		latest	Complete Genome	Major	Full	3/21/01	ASM686v1	INRA	GCA_000006865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1					addition_Lactococcus_lactis_subsp._lactis_Il1403			GramPositive		L. lactis	1319.0	1489.0	881.0	81.0	0.32114210893985484	698.0	915.0	602.0	L. lactis	Lactococcus lactis subsp. lactis	L. lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000006865.1_ASM686v1		49.0		lla	ref_37.0	L. lactis	0.833 (0.375)	0.893 (0.463)	0.802 (0.562)	0.261 (0.06)	0	0.746 (0.434)	0.835 (0.425)	0.476 (0.15)	0.8 (0.173)	0.604 (0.203)	0.534 (0.045)	0	0.512 (0.149)	0.522 (0.127)	0	0.284 (0.065)	0	0.0	0.0	272623	GramPositive	 Lactococcus lactis subsp. lactis. This subspecies is used to make soft cheeses.  Lactococcus lactissubsp. lactis Il1403. This strain is used widely in laboratory research and is a plasmid-free derivative of strain IL594 isolated from a cheese starter culture. The genome shows many insertion sequences and prophages, and surprisingly, a large number of genes involved in respiration, suggesting that this organism may aerobically respire.	False
ref_39.0					GCF_000203855.3	PRJNA224116	SAMEA3138345		na	220668	1590	Lactobacillus plantarum WCFS1	strain=WCFS1	NCIMB8826	latest	Complete Genome	Major	Full	8/1/11	ASM20385v3	Wageningen Centre for Food Sciences	GCA_000203855.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/855/GCF_000203855.3_ASM20385v3					addition_Lactobacillus_plantarum_WCFS1			GramPositive		L. plantarum	1423.0	1641.0	1094.0	82.0	0.3140921215126735	814.0	1073.0	834.0	L. plantarum	Lactobacillus plantarum	L. plantarum	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000203855.3_ASM20385v3	Lactobacillus_plantarum_WCFS1.xml	45.0		lpl	ref_39.0	L. plantarum	0.716 (0.299)	0.459 (0.075)	0.675 (0.329)	0.304 (0.123)	0	1.092 (0.548)	0.858 (0.06)	0.949 (0.122)	0.976 (0.087)	0.647 (0.057)	0.765 (0.13)	0	0.603 (0.053)	0.624 (0.078)	0	0	0	0.0	0.0	220668	GramPositive	Lactobacillus plantarum strain WCFS1. This strain is a single colony isolate of NCIMB8826, which was originally isolated from human saliva. 	False
ref_42.0					GCF_000009205.2	PRJNA224116	SAMEA1705932		na	272563	1496	Clostridioides difficile 630	strain=630		latest	Complete Genome	Major	Full	9/29/17	ASM920v2	Sanger Institute	GCA_000009205.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2					addition_Clostridioides_difficile_630			GramPositive		P. difficile	1477.0	1706.0	1228.0	79.0	0.07959606430096439	849.0	1129.0	950.0	P. difficile	Clostridium difficile DSMZ 27543	P. difficile	Peptoclostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	GCA_000009205.1_ASM920v1		58.0	NT5083	cdf	ref_42.0	P. difficile	0.354 (0.122)	0.296 (0.068)	0.713 (0.405)	0.429 (0.104)	0	0.767 (0.096)	0.311 (0.028)	0.267 (0.054)	0.375 (0.032)	0.363 (0.067)	0.327 (0.06)	0.142 (0.004)	0	0.314 (0.12)	0	0.46 (0.139)	0	0.0	0.0	272563	GramPositive	Clostridium difficile strain 630. This strain is the epidemic type X variant that has been extensively studied in research and clinical laboratories. It produces both toxin A, and B.	False
ref_43.0					GCF_000144405.1	PRJNA224116	SAMN00001916		representative genome	553174	28132	Prevotella melaninogenica ATCC 25845	strain=ATCC 25845		latest	Complete Genome	Major	Full	8/4/10	ASM14440v1	J. Craig Venter Institute	GCA_000144405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1		assembly from type material			addition_Prevotella_melaninogenica_ATCC_25845			GramNegative		P. melaninogenica	1102.0	1369.0	629.0	0.0	0.0	539.0	811.0	442.0	P. melaninogenica	Prevotella melaninogenica (S2) DSMZ 7089	P. melaninogenica	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000144405.1_ASM14440v1	Prevotella_melaninogenica_ATCC_25845.xml	10.0	NT5020	pmz	ref_43.0	P. melaninogenica	0	0	0.2 (0.065)	1.084 (0.199)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	553174		Prevotella melaninogenica ATCC 25845.A reference genome for the Human Microbiome Project.	False
ref_45.0					GCF_002959615.1	PRJNA224116	SAMN08570058	PUEL00000000.1	na	411470	33038	[Ruminococcus] gnavus ATCC 29149	strain=ATCC 29149		latest	Contig	Major	Full	2/27/18	ASM295961v1	Mount Sinai School of Medicine	GCA_002959615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/959/615/GCF_002959615.1_ASM295961v1		assembly from type material			addition_[Ruminococcus]_gnavus_ATCC_29149			GramPositive		R. gnavus	1355.0	1564.0	1002.0	76.0	0.2662261825167078	726.0	996.0	724.0	R. gnavus	Ruminococcus gnavus (S1) ATCC No: 29149	R. gnavus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	GCA_000169475.1_ASM16947v1	Ruminococcus_gnavus_ATCC_29149.xml	71.0	NT5046		ref_45.0	R. gnavus	0.844 (0.322)	0.361 (0.206)	0.146 (0.035)	0.59 (0.328)	0	0.66 (0.245)	0.764 (0.014)	0.506 (0.114)	0.848 (0.027)	0.669 (0.042)	0.733 (0.063)	0	0.544 (0.006)	0.68 (0.055)	0	0	0	0.0	0.0	411470		"The goal is to evaluate different metagenomic binning methods with a mock community with background truth. Among the eight species, four are Bacteroides. The sequences were assembled from a ""mock"" community consisting of reads combined from 8 separate sequencing runs of individual isolates: Escherichia coli MG1655, Bacteroides caccae ATCC 43185, Bacteroides ovatus ATCC 8483, Bacteroides thetaiotaomicron VPI-5482, Bacteroides vulgatus ATCC 8492, Collinsella aerofaciens ATCC 25986, Clostridium bolteae ATCC BAA-613, and Ruminococcus gnavus ATCC 29149. Reads from all 8 species were first combined, then assembled as a single set of reads."	False
ref_47.0					GCF_002950215.1	PRJNA224116	SAMN08330274		na	42897	623	Shigella flexneri 2a	strain=ATCC 29903		latest	Complete Genome	Major	Full	2/26/18	ASM295021v1	CDC	GCA_002950215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/215/GCF_002950215.1_ASM295021v1		assembly from type material			addition_Shigella_flexneri_2a			GramNegative		S. flexneri	2302.0	2391.0	1763.0	25.0	0.3638353837963638	1776.0	1792.0	1591.0	S. flexneri	Shigella flexneri DSMZ 4782	S. flexneri	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000007405.1_ASM740v1		90.0		sfx	ref_47.0	S. flexneri	0.855 (0.51)	0.866 (0.51)	0.625 (0.316)	0.619 (0.377)	0	0.67 (0.45)	0.534 (0.108)	0.389 (0.114)	0.78 (0.254)	0.503 (0.055)	0.478 (0.024)	0	0.405 (0.114)	0.557 (0.154)	0.157 (0.012)	0.37 (0.174)	0	0.0	0.0	42897			False
ref_51.0					GCF_000006945.2	PRJNA57799	SAMN02604315		reference genome	99287	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2			latest	Complete Genome	Major	Full	1/13/16	ASM694v2	Washington University Genome Sequencing Center	GCA_000006945.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/945/GCF_000006945.2_ASM694v2		assembly from type material			addition_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			GramNegative		S. typhimurium LT2	2413.0	2525.0	1974.0	25.0	0.36580476560693675	1886.0	1921.0	1803.0	S. typhimurium LT2	Salmonella enterica typhimurium ATCC 700720	S. typhimurium	Salmonella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000006945.2_ASM694v2	Salmonella_enterica_enterica_sv_Typhimurium_LT2.xml	89.0		stm	ref_51.0	S. typhimurium LT2	0.309 (0.042)	0.374 (0.032)	0.384 (0.037)	0.299 (0.008)	0.124 (0.015)	0.412 (0.063)	0.587 (0.033)	0.476 (0.015)	0.662 (0.037)	0.593 (0.04)	0.612 (0.015)	0	0.458 (0.054)	0.591 (0.024)	0.3 (0.04)	0.203 (0.075)	0	0.0	0.0	99287	GramNegative	 Salmonella enterica subsp. enterica serovar typhimurium strain LT2. This strain was first isolated in the 1940s by Lilleengen, and typed based on phage sensitivity. It became the principle laboratory strain and many important biochemical and genetic experiments were performed using this strain, including classical phage transduction studies. LT2 contains a plasmid, pSLT, that encodes additional virulence functions. Numerous prophages, some of which contain virulence genes, are inserted into the chromosome of LT2 as compared to related Salmonella.	False
ref_53.0					GCF_900205735.1	PRJNA224116	SAMEA104223503		na	243277	666	Vibrio cholerae O1 biovar El Tor str. N16961		N16961	latest	Complete Genome	Major	Full	8/23/19	N16961_v2	WTSI	GCA_900205735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/205/735/GCF_900205735.1_N16961_v2					addition_Vibrio_cholerae_O1_biovar_El_Tor_str._N16961			GramNegative		V. cholerae N16961	1876.0	2024.0	1364.0	44.0	0.0	1294.0	1444.0	1143.0	V. cholerae N16961	Vibrio cholerae ATCC 39315	V. cholerae	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	GCA_000006745.1_ASM674v1		95.0		vch	ref_53.0	V. cholerae N16961	0.375 (0.007)	0.3 (0.131)	0.298 (0.117)	0.326 (0.132)	0.24 (NA)	0.494 (0.066)	0.353 (0.004)	0.301 (0.055)	0.452 (0.076)	0.379 (0.067)	0.453 (0.153)	0	0.376 (0.244)	0.32 (0.082)	0.202 (0.002)	0.176 (0.039)	0	0.0	0.0	243277	GramNegative	Vibrio cholerae O1 biovar ElTor str. N16961.This is an epidemic serogroup of Vibrio cholerae isolated in 1971 in Bangladesh and is distinguished from the classical biotype due to hemolysin production. It contains 2 chromosomes. The first, and larger chromosome, contains many essential cell functions, as well as virulence genes contained within pathogenicity islands (PAIs). One major pathogenicity determinant is encoded within a PAI that is contained inside an integrated phage (CTXphi) on chromosome 1 that codes for the cholera toxin, an adenylate cyclase. Once the toxin is injected into host cells, it results in secretion of chlorine ions, which leads to increased water secretion, dehydration, and eventually, death. Up to 20 litres of water a day may be lost. The second chromosome also has important cell functions, but has a preponderance of genes associated with energy and transport functions, including signal transduction systems, and in addition, DNA repair enzymes. Chromosome 2 also has the integron island, a large variable region of the chromosome that functions as a gene capture system, some of which are associated with antibiotic resistance. There are 105 genes that have copies on both chromosomes.	False
ref_55.0					GCF_000834375.1	PRJNA224116	SAMN03144706		na	502800	633	Yersinia pseudotuberculosis YPIII	strain=YPIII		latest	Complete Genome	Major	Full	2/9/15	ASM83437v1	Los Alamos National Laboratory	GCA_000834375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/375/GCF_000834375.1_ASM83437v1					addition_Yersinia_pseudotuberculosis_YPIII			GramNegative		Y. pseudotuberculosis	2182.0	2311.0	1654.0	30.0	0.3370730407448318	1642.0	1732.0	1479.0	Y. pseudotuberculosis	Yersinia pseudotuberculosis	Y. pseudotuberculosis	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	GCA_000834375.1_ASM83437v1	Yersinia_pseudotuberculosis_YPIII.xml	92.0		ypy	ref_55.0	Y. pseudotuberculosis	0.255 (0.213)	0	0.13 (0.037)	0	0	0.663 (0.69)	0	0	0.284 (0.034)	0.151 (0.001)	0	0	0	0	0.178 (0.012)	0				502800	GramNegative	Yersinia pseudotuberculosis YPIII. This strain is an O3 serotype strain and is unable to survive in mouse J774A.1 macrophages. This strain will be used for comparative analysis.	False
ref_58.0					GCF_000169015.1	PRJNA224116	SAMN00627055	AAVM00000000.2	na	411901	47678	Bacteroides caccae ATCC 43185	strain=ATCC 43185		latest	Contig	Major	Full	3/29/07	ASM16901v1	Washington University Genome Sequencing Center	GCA_000169015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/015/GCF_000169015.1_ASM16901v1		assembly from type material			addition_Bacteroides_caccae_ATCC_43185			GramNegative		B. caccae	1439.0	1648.0	1040.0	110.0	0.2527458088789564	773.0	1058.0	723.0	B. caccae	Bacteroides caccae (S2) DSM 19024/ATCC 43185, CCUG 38735, CIP 104201, JCM 9498, NCTC 13051, VPI 3452A	B. caccae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000169015.1_ASM16901v1	Bacteroides_caccae_ATCC_43185.xml	16.0	NT5050		ref_58.0	B. caccae	0.837 (0.019)	0.397 (0.036)	0.348 (0.032)	0.411 (0.043)	0	0.264 (NA)	0	0	0.804 (0.098)	0.504 (NA)	0.48 (NA)	0	0	0	0.305 (0.01)	0				411901	GramNegative	Bacteroides caccae ATCC 43185.This strain was isolated from human feces and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
ref_59.0					GCF_000155815.1	PRJNA224116	SAMN00000667	ABVO00000000.1	na	483216	28111	Bacteroides eggerthii DSM 20697	strain=DSM 20697		latest	Scaffold	Major	Full	10/9/08	ASM15581v1	Washington University Genome Sequencing Center	GCA_000155815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/815/GCF_000155815.1_ASM15581v1		assembly from type material			addition_Bacteroides_eggerthii_DSM_20697			GramNegative		B. eggerthii	1334.0	1622.0	906.0	0.0	0.0	777.0	1065.0	713.0	B. eggerthii	Bacteroides eggerthii (S2) DSM 20697/ATCC 27754, NCTC 11155	B. eggerthii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000155815.1_ASM15581v1	Bacteroides_eggerthii_DSM_20697.xml	20.0	NT5051		ref_59.0	B. eggerthii	0.349 (0.024)	0.369 (0.021)	0.307 (0.008)	0.838 (0.021)	0	0	0	0	0.837 (NA)	0	0	0	0	0	0	0.214 (0.03)				483216	GramNegative	Bacteroides eggerthii DSM 20697. Bacteroides eggerthii DSM 20697 is the type strain and is being sequenced as part of the human gut microbiome project.	False
ref_60.0					GCF_900129655.1	PRJNA224116	SAMN05444376	FQWK00000000.1	na	762984	626929	Bacteroides clarus YIT 12056	strain=YIT 12056		latest	Contig	Major	Full	12/3/16	IMG-taxon 2695420967 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900129655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/655/GCF_900129655.1_IMG-taxon_2695420967_annotated_assembly		assembly from type material			addition_Bacteroides_clarus_YIT_12056			GramNegative		B. clarus	1467.0	1667.0	1012.0	116.0	0.27669947735250205	797.0	1067.0	683.0	B. clarus	Bacteroides clarus (S1) DSM 22519/JCM 16067	B. clarus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000195615.1_ASM19561v1	Bacteroides_clarus_YIT_12056.xml	17.0	NT5052		ref_60.0	B. clarus	0.441 (0.089)	0.465 (0.196)	0.694 (0.319)	0.967 (0.072)	0	0.655 (0.372)	0	0	0.985 (0.04)	0.202 (0.001)	0.756 (0.104)	0	0	0.347 (0.035)	0.359 (0.021)	0.257 (0.052)				762984	GramNegative	Bacteroides clarus YIT 12056.A reference genome for the Human Microbiome Project. 	False
