	id_c	id	compartment	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
121	2agpg140_p	2agpg140	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	CPD0-2173		cpd26437	MNXM34739	CPD0-2173	iML1515			['META:CPD0-2173']		['cpd26437']	['MNXM34739']								
122	2agpg141_c	2agpg141	c	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)				MNXM3452		iML1515						['MNXM3452']								
123	2agpg141_p	2agpg141	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)				MNXM3452		iML1515						['MNXM3452']								
124	2agpg160_c	2agpg160	c	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CPD-8363		cpd25200	MNXM34740	CPD-8363	iML1515			['META:CPD-8363']		['cpd25200']	['MNXM34740']								
125	2agpg160_p	2agpg160	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CPD-8363		cpd25200	MNXM34740	CPD-8363	iML1515			['META:CPD-8363']		['cpd25200']	['MNXM34740']								
126	2agpg161_c	2agpg161	c	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)				MNXM3453		iML1515						['MNXM3453']								
127	2agpg161_p	2agpg161	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)				MNXM3453		iML1515						['MNXM3453']								
128	2agpg180_c	2agpg180	c	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	CPD0-2133		cpd26427	MNXM150642		iML1515			['META:CPD0-2133']		['cpd26427']	['MNXM150642']								
129	2agpg180_p	2agpg180	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	CPD0-2133		cpd26427	MNXM150642		iML1515			['META:CPD0-2133']		['cpd26427']	['MNXM150642']								
130	2agpg181_c	2agpg181	c	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)				MNXM3455		iML1515						['MNXM3455']								
131	2agpg181_p	2agpg181	p	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)				MNXM3455		iML1515						['MNXM3455']								
132	2ahbut_c	2ahbut	c	(S)-2-Aceto-2-hydroxybutanoate	2-ACETO-2-HYDROXY-BUTYRATE	C06006	cpd19045	MNXM114220	2-ACETO-2-HYDROXY-BUTYRATE	iML1515	iYO844	iAF692	['META:2-ACETO-2-HYDROXY-BUTYRATE']	['C06006']	['cpd19045']	['MNXM114220']	['META:2-ACETO-2-HYDROXY-BUTYRATE']	['C06006']	['cpd19045']	['MNXM114220']	['META:2-ACETO-2-HYDROXY-BUTYRATE']	['C06006']	['cpd19045']	['MNXM114220']
133	2ahhmd_c	2ahhmd			DIHYDROPTERIN-CH2OH-PP		cpd02920	MNXM91459	DIHYDROPTERIN-CH2OH-PP		iYO844								['cpd02920']	['MNXM91459']				
134	2ahhmp_c	2ahhmp			AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE			MNXM146055	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE		iYO844									['MNXM146055']				
135	2amsa_c	2amsa	c	2-Aminomalonate semialdehyde	2-AMINOMALONATE-SEMIALDEHYDE	C11822	cpd08626	MNXM2124	2-AMINOMALONATE-SEMIALDEHYDE	iML1515			['META:2-AMINOMALONATE-SEMIALDEHYDE']	['C11822']	['cpd08626']	['MNXM2124']								
136	2aobut_c	2aobut	c	L-2-Amino-3-oxobutanoate	AMINO-OXOBUT	C03508	cpd02211	MNXM114087	AMINO-OXOBUT	iML1515	iYO844		['META:AMINO-OXOBUT']	['C03508']	['cpd02211']	['MNXM114087']	['META:AMINO-OXOBUT']	['C03508']	['cpd02211']	['MNXM114087']				
137	2cpr5p_c	2cpr5p	c	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	C01302	cpd00956	MNXM1455	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	iML1515	iYO844	iAF692	['META:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P']	['C01302']	['cpd00956']	['MNXM1455']	['META:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P']	['C01302']	['cpd00956']	['MNXM1455']	['META:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P']	['C01302']	['cpd00956']	['MNXM1455']
138	2dda7p_c	2dda7p	c	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	C04691	cpd02857	MNXM1219	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	iML1515	iYO844		['META:3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P']	['C04691']	['cpd02857']	['MNXM1219']	['META:3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P']	['C04691']	['cpd02857']	['MNXM1219']				
139	2ddara_c	2ddara	c	2-dehydro-3-deoxy-D-arabinonate						iML1515														
140	2ddecg3p_c	2ddecg3p	c	2-dodecanoyl-sn-glycerol 3-phosphate			cpd15350	MNXM5461		iML1515					['cpd15350']	['MNXM5461']								
141	2ddecg3p_p	2ddecg3p	p	2-dodecanoyl-sn-glycerol 3-phosphate			cpd15350	MNXM5461		iML1515					['cpd15350']	['MNXM5461']								
142	2ddg6p_c	2ddg6p	c	2-Dehydro-3-deoxy-D-gluconate 6-phosphate	2-KETO-3-DEOXY-6-P-GLUCONATE	C04442	cpd02711	MNXM649	2-KETO-3-DEOXY-6-P-GLUCONATE	iML1515	iYO844		['META:2-KETO-3-DEOXY-6-P-GLUCONATE']	['C04442']	['cpd02711']	['MNXM649']	['META:2-KETO-3-DEOXY-6-P-GLUCONATE']	['C04442']	['cpd02711']	['MNXM649']				
143	2ddglcn_c	2ddglcn	c	2-Dehydro-3-deoxy-D-gluconate	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	iML1515	iYO844		['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE']	['C00204']	['cpd00176']	['MNXM440']	['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE']	['C00204']	['cpd00176']	['MNXM440']				
144	2ddglcn_e	2ddglcn	e	2-Dehydro-3-deoxy-D-gluconate	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	iML1515	iYO844		['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE']	['C00204']	['cpd00176']	['MNXM440']	['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE']	['C00204']	['cpd00176']	['MNXM440']				
145	2ddglcn_p	2ddglcn	p	2-Dehydro-3-deoxy-D-gluconate	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	iML1515			['META:2-DEHYDRO-3-DEOXY-D-GLUCONATE']	['C00204']	['cpd00176']	['MNXM440']								
146	2dglc_c	2dglc	c	2 Deoxy D glucose C6H12O5	2-DEOXY-D-GLUCOSE	C00586	cpd00455; cpd28654	MNXM2925	2-DEOXY-D-GLUCOSE; CPD-19842	iML1515			['META:2-DEOXY-D-GLUCOSE']	['C00586']	['cpd00455', 'cpd28654']	['MNXM2925']								
147	2dglc_e	2dglc	e	2 Deoxy D glucose C6H12O5	2-DEOXY-D-GLUCOSE	C00586	cpd00455; cpd28654	MNXM2925	2-DEOXY-D-GLUCOSE; CPD-19842	iML1515			['META:2-DEOXY-D-GLUCOSE']	['C00586']	['cpd00455', 'cpd28654']	['MNXM2925']								
148	2dglc_p	2dglc	p	2 Deoxy D glucose C6H12O5	2-DEOXY-D-GLUCOSE	C00586	cpd00455; cpd28654	MNXM2925	2-DEOXY-D-GLUCOSE; CPD-19842	iML1515			['META:2-DEOXY-D-GLUCOSE']	['C00586']	['cpd00455', 'cpd28654']	['MNXM2925']								
149	2dh3dgal6p_c	2dh3dgal6p	c	2-Dehydro-3-deoxy-D-galactonate 6-phosphate	DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE	C01286	cpd00945	MNXM90136	DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE	iML1515			['META:DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE']	['C01286']	['cpd00945']	['MNXM90136']								
150	2dh3dgal_c	2dh3dgal	c	2-Dehydro-3-deoxy-D-galactonate	2-DEHYDRO-3-DEOXY-D-GALACTONATE	C01216	cpd00894	MNXM1627	2-DEHYDRO-3-DEOXY-D-GALACTONATE	iML1515			['META:2-DEHYDRO-3-DEOXY-D-GALACTONATE']	['C01216']	['cpd00894']	['MNXM1627']								
151	2dhguln_c	2dhguln	c	2-Dehydro-L-gulonate			cpd15351	MNXM114283		iML1515					['cpd15351']	['MNXM114283']								
152	2dhp_c	2dhp	c	2-Dehydropantoate	2-DEHYDROPANTOATE	C00966	cpd00712	MNXM959	2-DEHYDROPANTOATE	iML1515	iYO844	iAF692	['META:2-DEHYDROPANTOATE']	['C00966']	['cpd00712']	['MNXM959']	['META:2-DEHYDROPANTOATE']	['C00966']	['cpd00712']	['MNXM959']	['META:2-DEHYDROPANTOATE']	['C00966']	['cpd00712']	['MNXM959']
153	2dmmq7_c	2dmmq7					cpd29732	MNXM164125			iYO844								['cpd29732']	['MNXM164125']				
154	2dmmq8_c	2dmmq8	c	2-Demethylmenaquinone 8	DEMETHYLMENAQUINONE		cpd15352	MNXM2178	DEMETHYLMENAQUINONE	iML1515			['META:DEMETHYLMENAQUINONE']		['cpd15352']	['MNXM2178']								
155	2dmmql8_c	2dmmql8	c	2-Demethylmenaquinol 8	CPD-12115		cpd15353	MNXM558	CPD-12115	iML1515			['META:CPD-12115']		['cpd15353']	['MNXM558']								
156	2doxg6p_c	2doxg6p	c	2 Deoxy D glucose 6 phosphate C6H11O8P	2-DEOXY-D-GLUCOSE-6-PHOSPHATE; 2-DEOXYGLUCOSE-6-PHOSPHATE	C06369	cpd21864; cpd03805	MNXM3809	2-DEOXY-D-GLUCOSE-6-PHOSPHATE	iML1515			['META:2-DEOXYGLUCOSE-6-PHOSPHATE', 'META:2-DEOXY-D-GLUCOSE-6-PHOSPHATE']	['C06369']	['cpd03805', 'cpd21864']	['MNXM3809']								
157	2dr1p_c	2dr1p	c	2-Deoxy-D-ribose 1-phosphate	DEOXY-D-RIBOSE-1-PHOSPHATE	C00672	cpd26845; cpd00509	MNXM789	DEOXY-D-RIBOSE-1-PHOSPHATE	iML1515	iYO844	iAF692	['META:DEOXY-D-RIBOSE-1-PHOSPHATE']	['C00672']	['cpd00509', 'cpd26845']	['MNXM789']	['META:DEOXY-D-RIBOSE-1-PHOSPHATE']	['C00672']	['cpd00509', 'cpd26845']	['MNXM789']	['META:DEOXY-D-RIBOSE-1-PHOSPHATE']	['C00672']	['cpd00509', 'cpd26845']	['MNXM789']
158	2dr5p_c	2dr5p	c	2-Deoxy-D-ribose 5-phosphate	DEOXY-RIBOSE-5P	C00673	cpd00510; cpd26846	MNXM2179	DEOXY-RIBOSE-5P	iML1515	iYO844		['META:DEOXY-RIBOSE-5P']	['C00673']	['cpd26846', 'cpd00510']	['MNXM2179']	['META:DEOXY-RIBOSE-5P']	['C00673']	['cpd26846', 'cpd00510']	['MNXM2179']				
159	2fe1s_c	2fe1s	c	[2Fe-1S] desulfurated iron-sulfur cluster				MNXM147395		iML1515						['MNXM147395']								
160	2fe2s_c	2fe2s	c	[2Fe-2S] iron-sulfur cluster	CPD-6		cpd24604	MNXM151647	Elemental-Sulfur	iML1515					['cpd24604']	['MNXM151647']								
161	2h3k5m_c	2h3k5m			2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP	C15651	cpd11296	MNXM409			iYO844						['META:2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP']	['C15651']	['cpd11296']	['MNXM409']				
162	2h3opp_c	2h3opp			TARTRONATE-S-ALD	C01146	cpd00843	MNXM475	TARTRONATE-S-ALD		iYO844						['META:TARTRONATE-S-ALD']	['C01146']	['cpd00843']	['MNXM475']				
163	2h3oppan_c	2h3oppan	c	2-Hydroxy-3-oxopropanoate	TARTRONATE-S-ALD	C01146	cpd00843	MNXM475	TARTRONATE-S-ALD	iML1515			['META:TARTRONATE-S-ALD']	['C01146']	['cpd00843']	['MNXM475']								
164	2hbut_c	2hbut			CPD-3564	C05984	cpd03561	MNXM722772	CPD-3564		iYO844						['META:CPD-3564']	['C05984']	['cpd03561']	['MNXM722772']				
165	2hdec9eg3p_c	2hdec9eg3p	c	2-hexadec-9-enoyl-sn-glycerol 3-phosphate			cpd15354	MNXM5464		iML1515					['cpd15354']	['MNXM5464']								
166	2hdec9eg3p_p	2hdec9eg3p	p	2-hexadec-9-enoyl-sn-glycerol 3-phosphate			cpd15354	MNXM5464		iML1515					['cpd15354']	['MNXM5464']								
167	2hdecg3p_c	2hdecg3p	c	2-hexadecanoyl-sn-glycerol 3-phosphate	CPD-17276		cpd15355	MNXM5465	CPD-17276	iML1515			['META:CPD-17276']		['cpd15355']	['MNXM5465']								
168	2hdecg3p_p	2hdecg3p	p	2-hexadecanoyl-sn-glycerol 3-phosphate	CPD-17276		cpd15355	MNXM5465	CPD-17276	iML1515			['META:CPD-17276']		['cpd15355']	['MNXM5465']								
169	2hptcl_c	2hptcl	c	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate						iML1515														
170	2hptcoa_c	2hptcoa	c	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA						iML1515														
171	2hxmp_c	2hxmp			CPD-173	C02323	cpd01553	MNXM1855	CPD-173		iYO844						['META:CPD-173']	['C02323']	['cpd01553']	['MNXM1855']				
172	2hxmp_e	2hxmp			CPD-173	C02323	cpd01553	MNXM1855	CPD-173		iYO844						['META:CPD-173']	['C02323']	['cpd01553']	['MNXM1855']				
173	2ins_c	2ins			CPD-14808	C00691	cpd00524	MNXM676	CPD-14808		iYO844	iAF692					['META:CPD-14808']	['C00691']	['cpd00524']	['MNXM676']	['META:CPD-14808']	['C00691']	['cpd00524']	['MNXM676']
174	2ippm_c	2ippm	c	2-Isopropylmaleate	CPD-9451	C02631	cpd01710	MNXM1706	CPD-9451	iML1515	iYO844	iAF692	['META:CPD-9451']	['C02631']	['cpd01710']	['MNXM1706']	['META:CPD-9451']	['C02631']	['cpd01710']	['MNXM1706']	['META:CPD-9451']	['C02631']	['cpd01710']	['MNXM1706']
175	2kmb_c	2kmb			CPD-479	C01180	cpd00869	MNXM276	CPD-479		iYO844						['META:CPD-479']	['C01180']	['cpd00869']	['MNXM276']				
176	2maacoa_c	2maacoa			2-METHYL-ACETO-ACETYL-COA	C03344	cpd02124	MNXM524	2-METHYL-ACETO-ACETYL-COA		iYO844						['META:2-METHYL-ACETO-ACETYL-COA']	['C03344']	['cpd02124']	['MNXM524']				
177	2mahmp_c	2mahmp	c	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	C04752	cpd02894	MNXM1135	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	iML1515	iYO844	iAF692	['META:AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP']	['C04752']	['cpd02894']	['MNXM1135']	['META:AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP']	['C04752']	['cpd02894']	['MNXM1135']	['META:AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP']	['C04752']	['cpd02894']	['MNXM1135']
178	2mb2coa_c	2mb2coa			CPD-1083	C03345	cpd29594; cpd02125	MNXM609	CPD-1083		iYO844						['META:CPD-1083']	['C03345']	['cpd29594', 'cpd02125']	['MNXM609']				
179	2mbcoa_c	2mbcoa			2-METHYL-BUTYRYL-COA	C01033	cpd00760	MNXM569	2-METHYL-BUTYRYL-COA		iYO844						['META:2-METHYL-BUTYRYL-COA']	['C01033']	['cpd00760']	['MNXM569']				
180	2mcacn_c	2mcacn	c	Cis-2-Methylaconitate	CPD-1136	C04225	cpd02597	MNXM1792	CPD-1136	iML1515			['META:CPD-1136']	['C04225']	['cpd02597']	['MNXM1792']								
181	2mcit_c	2mcit	c	2-Methylcitrate	CPD-622	C02225	cpd01501; cpd24620	MNXM90279		iML1515	iYO844		['META:CPD-622']	['C02225']	['cpd01501', 'cpd24620']	['MNXM90279']	['META:CPD-622']	['C02225']	['cpd01501', 'cpd24620']	['MNXM90279']				
182	2me4p_c	2me4p	c	2-C-methyl-D-erythritol 4-phosphate	2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE	C11434	cpd08286	MNXM1626	2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE	iML1515	iYO844		['META:2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE']	['C11434']	['cpd08286']	['MNXM1626']	['META:2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE']	['C11434']	['cpd08286']	['MNXM1626']				
183	2mecdp_c	2mecdp	c	2-C-methyl-D-erythritol 2,4-cyclodiphosphate	2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	C11453	cpd08301	MNXM1168	2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	iML1515	iYO844		['META:2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE']	['C11453']	['cpd08301']	['MNXM1168']	['META:2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE']	['C11453']	['cpd08301']	['MNXM1168']				
184	2mop_c	2mop			CPD-12179	C00349	cpd00287; cpd23282	MNXM305	CPD-12179		iYO844						['META:CPD-12179']	['C00349']	['cpd00287', 'cpd23282']	['MNXM305']				
185	2mp2coa_c	2mp2coa			METHACRYLYL-COA	C03460	cpd02187	MNXM947	METHACRYLYL-COA		iYO844						['META:METHACRYLYL-COA']	['C03460']	['cpd02187']	['MNXM947']				
186	2o3mpt_c	2o3mpt				C06008	cpd03577	MNXM94056			iYO844							['C06008']	['cpd03577']	['MNXM94056']				
187	2obut_c	2obut	c	2-Oxobutanoate	2-OXOBUTANOATE	C00109	cpd00094	MNXM159	2-OXOBUTANOATE	iML1515	iYO844	iAF692	['META:2-OXOBUTANOATE']	['C00109']	['cpd00094']	['MNXM159']	['META:2-OXOBUTANOATE']	['C00109']	['cpd00094']	['MNXM159']	['META:2-OXOBUTANOATE']	['C00109']	['cpd00094']	['MNXM159']
188	2odec11eg3p_c	2odec11eg3p	c	2-octadec-11-enoyl-sn-glycerol 3-phosphate			cpd15357	MNXM5480		iML1515					['cpd15357']	['MNXM5480']								
189	2odec11eg3p_p	2odec11eg3p	p	2-octadec-11-enoyl-sn-glycerol 3-phosphate			cpd15357	MNXM5480		iML1515					['cpd15357']	['MNXM5480']								
190	2odecg3p_c	2odecg3p	c	2-octadecanoyl-sn-glycerol 3-phosphate	CPD-17274		cpd15358	MNXM5481	CPD-17274	iML1515			['META:CPD-17274']		['cpd15358']	['MNXM5481']								
191	2odecg3p_p	2odecg3p	p	2-octadecanoyl-sn-glycerol 3-phosphate	CPD-17274		cpd15358	MNXM5481	CPD-17274	iML1515			['META:CPD-17274']		['cpd15358']	['MNXM5481']								
192	2ohph_c	2ohph	c	2-Octaprenyl-6-hydroxyphenol	2-OCTAPRENYL-6-HYDROXYPHENOL	C05811	cpd03445	MNXM1635	2-OCTAPRENYL-6-HYDROXYPHENOL	iML1515			['META:2-OCTAPRENYL-6-HYDROXYPHENOL']	['C05811']	['cpd03445']	['MNXM1635']								
193	2ombzl_c	2ombzl	c	2-Octaprenyl-6-methoxy-1,4-benzoquinol	OCTAPRENYL-METHOXY-BENZOQUINONE		cpd15359	MNXM90444	OCTAPRENYL-METHOXY-BENZOQUINONE	iML1515			['META:OCTAPRENYL-METHOXY-BENZOQUINONE']		['cpd15359']	['MNXM90444']								
194	2omhmbl_c	2omhmbl	c	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	OCTAPRENYL-METHYL-OH-METHOXY-BENZQ		cpd15360	MNXM2187	OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	iML1515			['META:OCTAPRENYL-METHYL-OH-METHOXY-BENZQ']		['cpd15360']	['MNXM2187']								
195	2ommbl_c	2ommbl	c	2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol	OCTAPRENYL-METHYL-METHOXY-BENZQ		cpd15361	MNXM1899	OCTAPRENYL-METHYL-METHOXY-BENZQ	iML1515			['META:OCTAPRENYL-METHYL-METHOXY-BENZQ']		['cpd15361']	['MNXM1899']								
196	2omph_c	2omph	c	2-Octaprenyl-6-methoxyphenol	2-OCTAPRENYL-6-METHOXYPHENOL	C05812	cpd03446	MNXM1707	2-OCTAPRENYL-6-METHOXYPHENOL	iML1515			['META:2-OCTAPRENYL-6-METHOXYPHENOL']	['C05812']	['cpd03446']	['MNXM1707']								
197	2ood_c	2ood					cpd15808	MNXM114285				iAF692											['cpd15808']	['MNXM114285']
198	2oph_c	2oph	c	2-Octaprenylphenol	2-OCTAPRENYLPHENOL	C05810	cpd03444	MNXM1886	2-OCTAPRENYLPHENOL	iML1515			['META:2-OCTAPRENYLPHENOL']	['C05810']	['cpd03444']	['MNXM1886']								
199	2oxpaccoa_c	2oxpaccoa	c	2-oxepin-2(3H)-ylideneacetyl-CoA	CPD0-2363	C19975	cpd21214	MNXM2851		iML1515			['META:CPD0-2363']	['C19975']	['cpd21214']	['MNXM2851']								
200	2p4c2me_c	2p4c2me	c	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	C11436	cpd08288	MNXM1641	2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	iML1515	iYO844		['META:2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET']	['C11436']	['cpd08288']	['MNXM1641']	['META:2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET']	['C11436']	['cpd08288']	['MNXM1641']				
201	2pcpgc_c	2pcpgc			2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA	C04524	cpd02754	MNXM3442	2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA		iYO844						['META:2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA']	['C04524']	['cpd02754']	['MNXM3442']				
202	2pg_c	2pg	c	D-Glycerate 2-phosphate	2-PG	C00631	cpd00482	MNXM275	2-PG	iML1515	iYO844	iAF692	['META:2-PG']	['C00631']	['cpd00482']	['MNXM275']	['META:2-PG']	['C00631']	['cpd00482']	['MNXM275']	['META:2-PG']	['C00631']	['cpd00482']	['MNXM275']
203	2pg_e	2pg			2-PG	C00631	cpd00482	MNXM275	2-PG		iYO844						['META:2-PG']	['C00631']	['cpd00482']	['MNXM275']				
204	2pglyc_c	2pglyc	c	2-Phosphoglycolate	CPD-67	C00988	cpd00727	MNXM2074	CPD-67	iML1515	iYO844	iAF692	['META:CPD-67']	['C00988']	['cpd00727']	['MNXM2074']	['META:CPD-67']	['C00988']	['cpd00727']	['MNXM2074']	['META:CPD-67']	['C00988']	['cpd00727']	['MNXM2074']
205	2pglyc_e	2pglyc			CPD-67	C00988	cpd00727	MNXM2074	CPD-67		iYO844						['META:CPD-67']	['C00988']	['cpd00727']	['MNXM2074']				
206	2plac__L_c	2plac__L			S-PHOSPHOLACTATE	C19156	cpd20414; cpd15809; cpd28137	MNXM2888	S-PHOSPHOLACTATE			iAF692									['META:S-PHOSPHOLACTATE']	['C19156']	['cpd20414', 'cpd15809', 'cpd28137']	['MNXM2888']
207	2ppoh_c	2ppoh			ISO-PROPANOL	C01845	cpd01269	MNXM3085	ISO-PROPANOL			iAF692									['META:ISO-PROPANOL']	['C01845']	['cpd01269']	['MNXM3085']
208	2saa_c	2saa			SULFOACETALDEHYDE	C00593	cpd00460	MNXM434	SULFOACETALDEHYDE			iAF692									['META:SULFOACETALDEHYDE']	['C00593']	['cpd00460']	['MNXM434']
209	2sephchc_c	2sephchc	c	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate		C16519	cpd16335	MNXM1861		iML1515				['C16519']	['cpd16335']	['MNXM1861']								
210	2shchc_c	2shchc	c	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	CPD-9923	C05817	cpd03451	MNXM1249		iML1515	iYO844		['META:CPD-9923']	['C05817']	['cpd03451']	['MNXM1249']	['META:CPD-9923']	['C05817']	['cpd03451']	['MNXM1249']				
211	2tcc_c	2tcc			CPD-418		cpd15810	MNXM5452	CPD-418			iAF692									['META:CPD-418']		['cpd15810']	['MNXM5452']
212	2tdec7eg3p_c	2tdec7eg3p	c	2-tetradec-7-enoyl-sn-glycerol 3-phosphate			cpd15362	MNXM5490		iML1515					['cpd15362']	['MNXM5490']								
213	2tdec7eg3p_p	2tdec7eg3p	p	2-tetradec-7-enoyl-sn-glycerol 3-phosphate			cpd15362	MNXM5490		iML1515					['cpd15362']	['MNXM5490']								
214	2tdecg3p_c	2tdecg3p	c	2-tetradecanoyl-sn-glycerol 3-phosphate			cpd15363	MNXM5491		iML1515					['cpd15363']	['MNXM5491']								
215	2tdecg3p_p	2tdecg3p	p	2-tetradecanoyl-sn-glycerol 3-phosphate			cpd15363	MNXM5491		iML1515					['cpd15363']	['MNXM5491']								
216	2tpr3dpcoa_c	2tpr3dpcoa	c	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA	2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-	C19771	cpd15364	MNXM2769		iML1515			['META:2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-']	['C19771']	['cpd15364']	['MNXM2769']								
217	34dhpac_e	34dhpac	e	3,4-Dihydroxyphenylacetaldehyde	34-DIHYDROXYPHENYLACETALDEHYDE	C04043	cpd02500	MNXM1401	34-DIHYDROXYPHENYLACETALDEHYDE	iML1515			['META:34-DIHYDROXYPHENYLACETALDEHYDE']	['C04043']	['cpd02500']	['MNXM1401']								
218	34dhpac_p	34dhpac	p	3,4-Dihydroxyphenylacetaldehyde	34-DIHYDROXYPHENYLACETALDEHYDE	C04043	cpd02500	MNXM1401	34-DIHYDROXYPHENYLACETALDEHYDE	iML1515			['META:34-DIHYDROXYPHENYLACETALDEHYDE']	['C04043']	['cpd02500']	['MNXM1401']								
219	34dhpha_c	34dhpha	c	3-4-Dihydroxyphenylacetate	CPD-782	C01161	cpd00854	MNXM645	CPD-782	iML1515			['META:CPD-782']	['C01161']	['cpd00854']	['MNXM645']								
220	34dphacoa_c	34dphacoa	c	3,4-dihydroxyphenylacetyl-CoA						iML1515														
221	34hpp_c	34hpp	c	3-(4-Hydroxyphenyl)pyruvate	P-HYDROXY-PHENYLPYRUVATE	C01179	cpd00868	MNXM153	P-HYDROXY-PHENYLPYRUVATE	iML1515	iYO844	iAF692	['META:P-HYDROXY-PHENYLPYRUVATE']	['C01179']	['cpd00868']	['MNXM153']	['META:P-HYDROXY-PHENYLPYRUVATE']	['C01179']	['cpd00868']	['MNXM153']	['META:P-HYDROXY-PHENYLPYRUVATE']	['C01179']	['cpd00868']	['MNXM153']
222	35cgmp_c	35cgmp	c	3',5'-Cyclic GMP	CGMP	C00942	cpd00697	MNXM665	CGMP	iML1515			['META:CGMP']	['C00942']	['cpd00697']	['MNXM665']								
