	id	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
320	AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)				MNXR95138		iML1515						['MNXR95138']								
465	AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)				MNXR95141		iML1515						['MNXR95141']								
482	AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)				MNXR95142		iML1515						['MNXR95142']								
486	AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)				MNXR95143		iML1515						['MNXR95143']								
1514	AACPS5	Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)				MNXR95144		iML1515						['MNXR95144']								
1674	AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)				MNXR95145		iML1515						['MNXR95145']								
1676	AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)				MNXR95146		iML1515						['MNXR95146']								
1667	AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)				MNXR95147		iML1515						['MNXR95147']								
1668	AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)				MNXR95148		iML1515						['MNXR95148']								
1838	AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	AMACETOXID-RXN	R02529	rxn01833	MNXR95149	AMACETOXID-RXN	iML1515			['META:AMACETOXID-RXN']	['R02529']	['rxn01833']	['MNXR95149']								
725	AADDGT	DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	FUC4NACTRANS-RXN		rxn08023	MNXR95151		iML1515			['META:FUC4NACTRANS-RXN']		['rxn08023']	['MNXR95151']								
1187	AAMYL	Alpha-amylase				MNXR95153		iML1515						['MNXR95153']								
2794	AAMYL_1				rxn09952	MNXR95154			iYO844								['rxn09952']	['MNXR95154']				
1188	AAMYLpp	Alpha-amylase (periplasm)				MNXR95153		iML1515						['MNXR95153']								
686	AB6PGH	Arbutin 6-phosphate glucohydrolase			rxn08025	MNXR95165		iML1515	iYO844				['rxn08025']	['MNXR95165']			['rxn08025']	['MNXR95165']				
193	ABTA	4-aminobutyrate transaminase	GABATRANSAM-RXN	R01648	rxn01204	MNXR95186		iML1515	iYO844	iAF692	['META:GABATRANSAM-RXN']	['R01648']	['rxn01204']	['MNXR95186']	['META:GABATRANSAM-RXN']	['R01648']	['rxn01204']	['MNXR95186']	['META:GABATRANSAM-RXN']	['R01648']	['rxn01204']	['MNXR95186']
2783	ABTt_1				rxn05483	MNXR95190			iYO844								['rxn05483']	['MNXR95190']				
1493	ABUTD	Aminobutyraldehyde dehydrogenase	AMINOBUTDEHYDROG-RXN	R02549	rxn01851	MNXR95191	AMINOBUTDEHYDROG-RXN	iML1515	iYO844		['META:AMINOBUTDEHYDROG-RXN']	['R02549']	['rxn01851']	['MNXR95191']	['META:AMINOBUTDEHYDROG-RXN']	['R02549']	['rxn01851']	['MNXR95191']				
874	ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	TRANS-RXN-57		rxn08027; rxn05564	MNXR94994	TRANS-RXN-57	iML1515			['META:TRANS-RXN-57']		['rxn08027', 'rxn05564']	['MNXR94994']								
3295	ABUTt2r		TRANS-RXN-57		rxn08027; rxn05564	MNXR94994	TRANS-RXN-57		iYO844						['META:TRANS-RXN-57']		['rxn08027', 'rxn05564']	['MNXR94994']				
1006	ABUTtex	4-aminobutyrate transport via diffusion (extracellular to periplasm)			rxn09795; rxn11326; rxn08028	MNXR94993		iML1515					['rxn08028', 'rxn11326', 'rxn09795']	['MNXR94993']								
331	ACACCT	Acetyl-CoA:acetoacetyl-CoA transferase	ACETOACETYL-COA-TRANSFER-RXN	R01359	rxn00990	MNXR95193	ACETOACETYL-COA-TRANSFER-RXN	iML1515			['META:ACETOACETYL-COA-TRANSFER-RXN']	['R01359']	['rxn00990']	['MNXR95193']								
1536	ACACT1r	Acetyl-CoA C-acetyltransferase	ACETYL-COA-ACETYLTRANSFER-RXN	R00238	rxn00178	MNXR95194	ACETYL-COA-ACETYLTRANSFER-RXN	iML1515	iYO844	iAF692	['META:ACETYL-COA-ACETYLTRANSFER-RXN']	['R00238']	['rxn00178']	['MNXR95194']	['META:ACETYL-COA-ACETYLTRANSFER-RXN']	['R00238']	['rxn00178']	['MNXR95194']	['META:ACETYL-COA-ACETYLTRANSFER-RXN']	['R00238']	['rxn00178']	['MNXR95194']
664	ACACT2r	Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	RXN-12565	R01177	rxn00874	MNXR95196	RXN-12565	iML1515	iYO844		['META:RXN-12565']	['R01177']	['rxn00874']	['MNXR95196']	['META:RXN-12565']	['R01177']	['rxn00874']	['MNXR95196']				
668	ACACT3r	Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	RXN-14277			MNXR95197	RXN-14277	iML1515	iYO844					['MNXR95197']				['MNXR95197']				
669	ACACT4r	Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	RXN-13617	R03778	rxn02680	MNXR95198	RXN-13617	iML1515	iYO844		['META:RXN-13617']	['R03778']	['rxn02680']	['MNXR95198']	['META:RXN-13617']	['R03778']	['rxn02680']	['MNXR95198']				
940	ACACT5r	Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	RXN-14274			MNXR95199	RXN-14274	iML1515						['MNXR95199']								
2803	ACACT5r_1		RXN-14274	R04742	rxn03243	MNXR95200			iYO844						['META:RXN-14274']	['R04742']	['rxn03243']	['MNXR95200']				
984	ACACT6r	Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	RXN-14268	R03858	rxn06510	MNXR95201	RXN-14268	iML1515			['META:RXN-14268']	['R03858']	['rxn06510']	['MNXR95201']								
2804	ACACT6r_1					MNXR95202			iYO844									['MNXR95202']				
660	ACACT7r	Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	2.3.1.155-RXN; RXN-16560	R03991	rxn02804	MNXR95203	RXN-16560; 2.3.1.155-RXN	iML1515	iYO844		['META:2.3.1.155-RXN', 'META:RXN-16560']	['R03991']	['rxn02804']	['MNXR95203']	['META:2.3.1.155-RXN', 'META:RXN-16560']	['R03991']	['rxn02804']	['MNXR95203']				
2342	ACACT8r	Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)			rxn08767	MNXR95204		iML1515					['rxn08767']	['MNXR95204']								
2787	ACACt2				rxn05484; rxn08029	MNXR95207			iYO844								['rxn05484', 'rxn08029']	['MNXR95207']				
776	ACACt2pp	Acetoacetate transport via proton symport  (periplasm)			rxn05484; rxn08029	MNXR95207		iML1515					['rxn05484', 'rxn08029']	['MNXR95207']								
1474	ACACtex	Acetoacetate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-281		rxn13115; rxn10960; rxn08030	MNXR95208	TRANS-RXN0-281	iML1515			['META:TRANS-RXN0-281']		['rxn08030', 'rxn10960', 'rxn13115']	['MNXR95208']								
15	ACALD	Acetaldehyde dehydrogenase (acetylating)	ACETALD-DEHYDROG-RXN	R00228	rxn00171	MNXR95210	ACETALD-DEHYDROG-RXN	iML1515			['META:ACETALD-DEHYDROG-RXN']	['R00228']	['rxn00171']	['MNXR95210']								
651	ACALDtex	Acetaldehyde transport via diffusion (extracellular to periplasm)			rxn13212; rxn08032; rxn08033; rxn09700	MNXR95212		iML1515					['rxn09700', 'rxn08033', 'rxn13212', 'rxn08032']	['MNXR95212']								
892	ACALDtpp	Acetaldehyde reversible transport (periplasm)			rxn13212; rxn08032; rxn08033; rxn09700	MNXR95212		iML1515					['rxn09700', 'rxn08033', 'rxn13212', 'rxn08032']	['MNXR95212']								
1095	ACANTHAT	Acetyl-CoA:anthranilate acetyltransferase			rxn08034	MNXR95213		iML1515					['rxn08034']	['MNXR95213']								
554	ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	COBINPGUANYLYLTRANS-RXN	R05222	rxn03537	MNXR95216	COBINPGUANYLYLTRANS-RXN	iML1515		iAF692	['META:COBINPGUANYLYLTRANS-RXN']	['R05222']	['rxn03537']	['MNXR95216']					['META:COBINPGUANYLYLTRANS-RXN']	['R05222']	['rxn03537']	['MNXR95216']
220	ACCOAC	Acetyl-CoA carboxylase	ACETYL-COA-CARBOXYLTRANSFER-RXN	R00742	rxn00533	MNXR95219	ACETYL-COA-CARBOXYLTRANSFER-RXN	iML1515	iYO844		['META:ACETYL-COA-CARBOXYLTRANSFER-RXN']	['R00742']	['rxn00533']	['MNXR95219']	['META:ACETYL-COA-CARBOXYLTRANSFER-RXN']	['R00742']	['rxn00533']	['MNXR95219']				
480	ACCOAL	Acetate-CoA ligase (ADP-forming)	PROPANOATECOA-LIGASE-RXN			MNXR95221	PROPANOATECOA-LIGASE-RXN	iML1515		iAF692				['MNXR95221']								['MNXR95221']
1078	ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)			rxn08035	MNXR95233		iML1515					['rxn08035']	['MNXR95233']								
1065	ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)			rxn08036	MNXR95234		iML1515					['rxn08036']	['MNXR95234']								
1066	ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)			rxn08037	MNXR95244		iML1515					['rxn08037']	['MNXR95244']								
1844	ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)			rxn08038	MNXR95245		iML1515					['rxn08038']	['MNXR95245']								
1080	ACGAM1Ptex	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)			rxn08039	MNXR95246		iML1515					['rxn08039']	['MNXR95246']								
891	ACGAMK	N-acetylglucosamine kinase	N-ACETYLGLUCOSAMINE-KINASE-RXN	R01201	rxn00892	MNXR95249	N-ACETYLGLUCOSAMINE-KINASE-RXN	iML1515			['META:N-ACETYLGLUCOSAMINE-KINASE-RXN']	['R01201']	['rxn00892']	['MNXR95249']								
708	ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase			rxn08040	MNXR95251		iML1515					['rxn08040']	['MNXR95251']								
2808	ACGApts				rxn05485; rxn08041	MNXR95253			iYO844								['rxn08041', 'rxn05485']	['MNXR95253']				
777	ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)			rxn05485; rxn08041	MNXR95253		iML1515					['rxn08041', 'rxn05485']	['MNXR95253']								
1202	ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)			rxn08042	MNXR95252		iML1515					['rxn08042']	['MNXR95252']								
1376	ACGK	Acetylglutamate kinase	ACETYLGLUTKIN-RXN	R02649	rxn01917	MNXR95256	ACETYLGLUTKIN-RXN	iML1515	iYO844	iAF692	['META:ACETYLGLUTKIN-RXN']	['R02649']	['rxn01917']	['MNXR95256']	['META:ACETYLGLUTKIN-RXN']	['R02649']	['rxn01917']	['MNXR95256']	['META:ACETYLGLUTKIN-RXN']	['R02649']	['rxn01917']	['MNXR95256']
1553	ACGS	N-acetylglutamate synthase	N-ACETYLTRANSFER-RXN	R00259	rxn00192	MNXR95259		iML1515	iYO844	iAF692	['META:N-ACETYLTRANSFER-RXN']	['R00259']	['rxn00192']	['MNXR95259']	['META:N-ACETYLTRANSFER-RXN']	['R00259']	['rxn00192']	['MNXR95259']	['META:N-ACETYLTRANSFER-RXN']	['R00259']	['rxn00192']	['MNXR95259']
61	ACHBS	2-aceto-2-hydroxybutanoate synthase	ACETOOHBUTSYN-RXN	R08648		MNXR95260	ACETOOHBUTSYN-RXN	iML1515	iYO844	iAF692	['META:ACETOOHBUTSYN-RXN']	['R08648']		['MNXR95260']	['META:ACETOOHBUTSYN-RXN']	['R08648']		['MNXR95260']	['META:ACETOOHBUTSYN-RXN']	['R08648']		['MNXR95260']
80	ACKr	Acetate kinase	ACETATEKIN-RXN	R00315	rxn00225	MNXR95269	ACETATEKIN-RXN	iML1515	iYO844	iAF692	['META:ACETATEKIN-RXN']	['R00315']	['rxn00225']	['MNXR95269']	['META:ACETATEKIN-RXN']	['R00315']	['rxn00225']	['MNXR95269']	['META:ACETATEKIN-RXN']	['R00315']	['rxn00225']	['MNXR95269']
2819	ACLDC		ACETOLACTATE-DECARBOXYLASE-RXN	R02948		MNXR95270	ACETOLACTATE-DECARBOXYLASE-RXN		iYO844	iAF692					['META:ACETOLACTATE-DECARBOXYLASE-RXN']	['R02948']		['MNXR95270']	['META:ACETOLACTATE-DECARBOXYLASE-RXN']	['R02948']		['MNXR95270']
64	ACLS	Acetolactate synthase	ACETOLACTSYN-RXN	R00226		MNXR95271	ACETOLACTSYN-RXN	iML1515	iYO844	iAF692	['META:ACETOLACTSYN-RXN']	['R00226']		['MNXR95271']	['META:ACETOLACTSYN-RXN']	['R00226']		['MNXR95271']	['META:ACETOLACTSYN-RXN']	['R00226']		['MNXR95271']
589	ACM6PH	N-acetylmuramate 6-phosphate hydrolase		R08555	rxn08044	MNXR95273		iML1515				['R08555']	['rxn08044']	['MNXR95273']								
674	ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	UDPMANACATRANS-RXN	R04477	rxn08045	MNXR95274		iML1515			['META:UDPMANACATRANS-RXN']	['R04477']	['rxn08045']	['MNXR95274']								
778	ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)			rxn10183; rxn08046	MNXR95275		iML1515					['rxn08046', 'rxn10183']	['MNXR95275']								
2812	ACMANAt2				rxn05486	MNXR95276			iYO844								['rxn05486']	['MNXR95276']				
658	ACMANAtex	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)			rxn08047	MNXR95277		iML1515					['rxn08047']	['MNXR95277']								
1423	ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)			rxn08048	MNXR95278		iML1515					['rxn08048']	['MNXR95278']								
659	ACMUMtex	N-acetylmuramate transport via diffusion (extracellular to periplasm)			rxn08049	MNXR95279		iML1515					['rxn08049']	['MNXR95279']								
2813	ACNAMt2		TRANS-RXN-25; RXN-15314		rxn08050; rxn05487	MNXR95291	RXN-15314		iYO844						['META:TRANS-RXN-25', 'META:RXN-15314']		['rxn05487', 'rxn08050']	['MNXR95291']				
779	ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	TRANS-RXN-25; RXN-15314		rxn08050; rxn05487	MNXR95291	RXN-15314	iML1515			['META:TRANS-RXN-25', 'META:RXN-15314']		['rxn05487', 'rxn08050']	['MNXR95291']								
1475	ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	RXN0-0; RXN-15315		rxn08051	MNXR95292	RXN-15315	iML1515			['META:RXN-15315', 'META:RXN0-0']		['rxn08051']	['MNXR95292']								
636	ACNML	N-Acetylneuraminate lyase	ACNEULY-RXN	R01811	rxn01322	MNXR95296		iML1515			['META:ACNEULY-RXN']	['R01811']	['rxn01322']	['MNXR95296']								
2815	ACNPLYS		N-ACETYLNEURAMINATE-SYNTHASE-RXN	R01804	rxn01316	MNXR95297	N-ACETYLNEURAMINATE-SYNTHASE-RXN		iYO844						['META:N-ACETYLNEURAMINATE-SYNTHASE-RXN']	['R01804']	['rxn01316']	['MNXR95297']				
2827	ACOAD1		RXN-12558	R01171	rxn00868	MNXR95305	RXN-12558		iYO844						['META:RXN-12558']	['R01171']	['rxn00868']	['MNXR95305']				
2651	ACOAD1f	Acyl-CoA dehydrogenase (butanoyl-CoA)		R01175	rxn00872	MNXR95302		iML1515				['R01175']	['rxn00872']	['MNXR95302']								
2489	ACOAD1fr	Acyl-CoA dehydrogenase (butanoyl-CoA)						iML1515														
2826	ACOAD2		RXN-12559			MNXR95308	RXN-12559		iYO844									['MNXR95308']				
2823	ACOAD20				rxn02268	MNXR95309			iYO844								['rxn02268']	['MNXR95309']				
2227	ACOAD2f	Acyl-CoA dehydrogenase (hexanoyl-CoA)				MNXR95303		iML1515						['MNXR95303']								
3351	ACOAD3				rxn10011	MNXR95310			iYO844								['rxn10011']	['MNXR95310']				
2226	ACOAD3f	Acyl-CoA dehydrogenase (octanoyl-CoA)		R03777	rxn02679	MNXR95304		iML1515				['R03777']	['rxn02679']	['MNXR95304']								
3352	ACOAD4_1				rxn10012	MNXR95312			iYO844								['rxn10012']	['MNXR95312']				
2228	ACOAD4f	Acyl-CoA dehydrogenase (decanoyl-CoA)				MNXR95298		iML1515						['MNXR95298']								
3353	ACOAD5_1					MNXR95314			iYO844									['MNXR95314']				
2217	ACOAD5f	Acyl-CoA dehydrogenase (dodecanoyl-CoA)		R03857	rxn02720	MNXR95299		iML1515				['R03857']	['rxn02720']	['MNXR95299']								
3354	ACOAD6				rxn10014	MNXR95315			iYO844								['rxn10014']	['MNXR95315']				
2229	ACOAD6f	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)		R03990	rxn02803	MNXR95300		iML1515				['R03990']	['rxn02803']	['MNXR95300']								
3355	ACOAD7				rxn05732	MNXR95316			iYO844								['rxn05732']	['MNXR95316']				
2214	ACOAD7f	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)		R01279	rxn00946	MNXR95301		iML1515				['R01279']	['rxn00946']	['MNXR95301']								
2215	ACOAD8f	Acyl-CoA dehydrogenase (octadecanoyl-CoA)			rxn08053	MNXR95317		iML1515					['rxn08053']	['MNXR95317']								
2828	ACOADH2				rxn01923	MNXR95362			iYO844								['rxn01923']	['MNXR95362']				
622	ACOATA	Acetyl-CoA ACP transacylase	ACP-S-ACETYLTRANSFER-RXN	R01624	rxn05349	MNXR95376		iML1515			['META:ACP-S-ACETYLTRANSFER-RXN']	['R01624']	['rxn05349']	['MNXR95376']								
394	ACODA	Acetylornithine deacetylase	ACETYLORNDEACET-RXN	R00669	rxn00469	MNXR95377	ACETYLORNDEACET-RXN	iML1515			['META:ACETYLORNDEACET-RXN']	['R00669']	['rxn00469']	['MNXR95377']								
2822	ACODA_1		ACETYLORNDEACET-RXN	R00669	rxn00469	MNXR95377	ACETYLORNDEACET-RXN		iYO844						['META:ACETYLORNDEACET-RXN']	['R00669']	['rxn00469']	['MNXR95377']				
2451	ACOLIPAabctex	Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)				MNXR95378		iML1515						['MNXR95378']								
1944	ACONIs	Aconitate isomerase (spontaneous)	ACONITATE-DELTA-ISOMERASE-RXN	R02244	rxn01606	MNXR95382		iML1515			['META:ACONITATE-DELTA-ISOMERASE-RXN']	['R02244']	['rxn01606']	['MNXR95382']								
1432	ACONMT	Trans-aconitate methyltransferase	RXN0-2441	R05763	rxn04016	MNXR95383		iML1515		iAF692	['META:RXN0-2441']	['R05763']	['rxn04016']	['MNXR95383']					['META:RXN0-2441']	['R05763']	['rxn04016']	['MNXR95383']
2825	ACONT			R01324	rxn00973	MNXR95384			iYO844	iAF692						['R01324']	['rxn00973']	['MNXR95384']		['R01324']	['rxn00973']	['MNXR95384']
2041	ACONTa	Aconitase (half-reaction A, Citrate hydro-lyase)	ACONITATEDEHYDR-RXN	R01325	rxn00974	MNXR95386		iML1515			['META:ACONITATEDEHYDR-RXN']	['R01325']	['rxn00974']	['MNXR95386']								
1945	ACONTb	Aconitase (half-reaction B, Isocitrate hydro-lyase)		R01900	rxn01388	MNXR95387		iML1515				['R01900']	['rxn01388']	['MNXR95387']								
575	ACOTA	Acetylornithine transaminase	ACETYLORNTRANSAM-RXN	R02283	rxn01637	MNXR95388		iML1515	iYO844	iAF692	['META:ACETYLORNTRANSAM-RXN']	['R02283']	['rxn01637']	['MNXR95388']	['META:ACETYLORNTRANSAM-RXN']	['R02283']	['rxn01637']	['MNXR95388']	['META:ACETYLORNTRANSAM-RXN']	['R02283']	['rxn01637']	['MNXR95388']
2541	ACOXT	Acetyl-CoA:oxalate CoA-transferase	RXN0-7075				RXN0-7075	iML1515														
34	ACP1_FMN	Acid phosphatase (FMN)	RXN0-5187	R00548	rxn00391	MNXR95393		iML1515		iAF692	['META:RXN0-5187']	['R00548']	['rxn00391']	['MNXR95393']					['META:RXN0-5187']	['R00548']	['rxn00391']	['MNXR95393']
2681	ACP1p	Acid phosphatase (FMN)						iML1515														
2436	ACPPAT120	Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)				MNXR95395		iML1515						['MNXR95395']								
2350	ACPPAT140	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)				MNXR95396		iML1515						['MNXR95396']								
2384	ACPPAT141	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)				MNXR95397		iML1515						['MNXR95397']								
2497	ACPPAT160	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)				MNXR95398		iML1515						['MNXR95398']								
2385	ACPPAT161	Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)				MNXR95399		iML1515						['MNXR95399']								
2386	ACPPAT180	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)				MNXR95400		iML1515						['MNXR95400']								
2512	ACPPAT181	Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)				MNXR95401		iML1515						['MNXR95401']								
467	ACPS1	Acyl-carrier protein synthase			rxn06023	MNXR95403		iML1515	iYO844				['rxn06023']	['MNXR95403']			['rxn06023']	['MNXR95403']				
2835	ACPpds				rxn06022	MNXR95411			iYO844								['rxn06022']	['MNXR95411']				
17	ACS	Acetyl-CoA synthetase	ACETATE--COA-LIGASE-RXN	R00235	rxn00175	MNXR95413	ACETATE--COA-LIGASE-RXN	iML1515	iYO844		['META:ACETATE--COA-LIGASE-RXN']	['R00235']	['rxn00175']	['MNXR95413']	['META:ACETATE--COA-LIGASE-RXN']	['R00235']	['rxn00175']	['MNXR95413']				
2839	ACS2		PROPIONATE--COA-LIGASE-RXN			MNXR95222	PROPIONATE--COA-LIGASE-RXN		iYO844	iAF692								['MNXR95222']				['MNXR95222']
1655	ACSERtex	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	RXN0-1923		rxn08059; rxn08060	MNXR95416	RXN0-1923	iML1515			['META:RXN0-1923']		['rxn08060', 'rxn08059']	['MNXR95416']								
1654	ACSERtpp	O-Acetyl-L-serine export via facilitated transport	RXN0-1923		rxn08059; rxn08060	MNXR95416	RXN0-1923	iML1515			['META:RXN0-1923']		['rxn08060', 'rxn08059']	['MNXR95416']								
2840	ACTD2					MNXR95420			iYO844									['MNXR95420']				
2841	ACTNabc					MNXR95424			iYO844									['MNXR95424']				
2842	ACTNabc1					MNXR95425			iYO844									['MNXR95425']				
3438	ACTNt2r					MNXR95426				iAF692												['MNXR95426']
3448	ACYP			R01515	rxn01103	MNXR95410				iAF692										['R01515']	['rxn01103']	['MNXR95410']
3450	ACYP_2			R00317	rxn00227	MNXR95427				iAF692										['R00317']	['rxn00227']	['MNXR95427']
2817	ACt2r		TRANS-RXN0-571		rxn05488; rxn08061	MNXR95429	TRANS-RXN0-571		iYO844	iAF692					['META:TRANS-RXN0-571']		['rxn08061', 'rxn05488']	['MNXR95429']	['META:TRANS-RXN0-571']		['rxn08061', 'rxn05488']	['MNXR95429']
893	ACt2rpp	Acetate reversible transport via proton symport (periplasm)	TRANS-RXN0-571		rxn05488; rxn08061	MNXR95429	TRANS-RXN0-571	iML1515			['META:TRANS-RXN0-571']		['rxn08061', 'rxn05488']	['MNXR95429']								
804	ACt4pp	Na+/Acetate symport (periplasm)	RXN0-1981		rxn08062	MNXR95430	RXN0-1981	iML1515					['rxn08062']	['MNXR95430']								
650	ACtex	Acetate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-567; RXN0-1981		rxn09866; rxn08063; rxn10904; rxn09787	MNXR95431		iML1515			['META:RXN0-1981', 'META:TRANS-RXN0-567']		['rxn09787', 'rxn09866', 'rxn10904', 'rxn08063']	['MNXR95431']								
395	ADA	Adenosine deaminase	ADENODEAMIN-RXN	R01560	rxn01137	MNXR95432	ADENODEAMIN-RXN	iML1515			['META:ADENODEAMIN-RXN']	['R01560']	['rxn01137']	['MNXR95432']								
2844	ADADir		RXN-14093	R01666	rxn01220	MNXR95433	RXN-14093		iYO844						['META:RXN-14093']	['R01666']	['rxn01220']	['MNXR95433']				
344	ADCL	4-aminobenzoate synthase	ADCLY-RXN	R05553	rxn03841	MNXR95436	ADCLY-RXN	iML1515	iYO844		['META:ADCLY-RXN']	['R05553']	['rxn03841']	['MNXR95436']	['META:ADCLY-RXN']	['R05553']	['rxn03841']	['MNXR95436']				
3452	ADCPS2		RXN-6261	R06529	rxn04384	MNXR95439	RXN-6261			iAF692									['META:RXN-6261']	['R06529']	['rxn04384']	['MNXR95439']
